Hierarchy,Identification,Name,Quantity,Unit,Value
1,B.50.06.01,CORDA DI RAME NUDA ELETTROLITICA sez. 10mmq,1,m,2.51
1,B.50.06.02,CORDA DI RAME NUDA ELETTROLITICA sez. 16mmq,1,m,3.43
1,B.50.06.03,CORDA DI RAME NUDA ELETTROLITICA sez. 25mmq,1,m,5.18
1,B.50.06.04,CORDA DI RAME NUDA ELETTROLITICA sez. 35mmq,1,m,5.98
1,B.50.06.05,CORDA DI RAME NUDA ELETTROLITICA sez. 50mmq,1,m,8.32
1,B.50.06.06,CORDA DI RAME NUDA ELETTROLITICA sez. 70mmq,1,m,11.33
1,B.50.06.07,CORDA DI RAME NUDA ELETTROLITICA sez. 95mmq,1,m,14.86
1,B.50.06.08,CORDA DI RAME NUDA ELETTROLITICA sez. 120mmq,1,m,19.23
1,B.50.07.01,COMPONENTI ELEMENTARI PER PUNTI Cassetta di derivazione IP55 HxLxP=(110x150x70)mm,1,cad,4.2
1,B.50.07.02,COMPONENTI ELEMENTARI PER PUNTI Copriforo in resina a 1 posto,1,cad,0.66
1,B.50.07.03,COMPONENTI ELEMENTARI PER PUNTI Calotta a 3 posti IP55,1,cad,4.59
1,B.50.07.04,COMPONENTI ELEMENTARI PER PUNTI Calotta a 4 posti IP55,1,cad,4.59
1,B.50.07.05,COMPONENTI ELEMENTARI PER PUNTI Contenitore da parete rettangolare a 3 posti IP55,1,cad,4.25
1,B.50.07.06,COMPONENTI ELEMENTARI PER PUNTI Contenitore da parete rettangolare a 4 posti IP55,1,cad,7.1
1,B.50.07.07,COMPONENTI ELEMENTARI PER PUNTI Commutatore 250V AC In=10A,1,cad,4.66
1,B.50.07.08,COMPONENTI ELEMENTARI PER PUNTI Deviatore unipolare In=16A,1,cad,2.51
1,B.50.07.09,COMPONENTI ELEMENTARI PER PUNTI Fusibile gG In<=32A,1,cad,0.86
1,B.50.07.10,COMPONENTI ELEMENTARI PER PUNTI Finecorsa a pulsante in metallo IP66,1,cad,32.01
1,B.50.07.11,COMPONENTI ELEMENTARI PER PUNTI,1,cad,2.09
1,B.50.07.12,COMPONENTI ELEMENTARI PER PUNTI Interruttore unipolare In=16A con lampada spia,1,cad,4.09
1,B.50.07.13,COMPONENTI ELEMENTARI PER PUNTI Invertitore In=16A,1,cad,4.34
1,B.50.07.14,COMPONENTI ELEMENTARI PER PUNTI Interruttore automatico magnetotermico 1P+N C16,1,cad,34.37
1,B.50.07.15,COMPONENTI ELEMENTARI PER PUNTI Interruttore bipolare 25 A - 250V AC,1,cad,22.38
1,B.50.07.16,COMPONENTI ELEMENTARI PER PUNTI Microcontatto magnetico,1,cad,19.58
1,B.50.07.17,COMPONENTI ELEMENTARI PER PUNTI Placca in resina a 3 posti,1,cad,1.33
1,B.50.07.18,COMPONENTI ELEMENTARI PER PUNTI Placca in resina a 4 posti,1,cad,2.54
1,B.50.07.19,COMPONENTI ELEMENTARI PER PUNTI Presa 2P+T In=10A,1,cad,2.51
1,B.50.07.20,COMPONENTI ELEMENTARI PER PUNTI Presa universale 2x10/16A,1,cad,5.13
1,B.50.07.21,COMPONENTI ELEMENTARI PER PUNTI Presa 2x10/16A,1,cad,2.87
1,B.50.07.22,COMPONENTI ELEMENTARI PER PUNTI Presa americana per rasoio con trasformatore di isolamento 230/115V,1,cad,50.87
1,B.50.07.23,COMPONENTI ELEMENTARI PER PUNTI Presa universale 2x10/16A interbloccata con magnetotermico,1,cad,47.06
1,B.50.07.24,COMPONENTI ELEMENTARI PER PUNTI Pulsante unipolare In=10A,1,cad,2.3
1,B.50.07.25,COMPONENTI ELEMENTARI PER PUNTI Pulsante unipolare In=10A + Dimmer,1,cad,45.84
1,B.50.07.26,COMPONENTI ELEMENTARI PER PUNTI Presa CEE 2x16A+T IP56 con interruttore di blocco e base portafusibili,1,cad,46.65
1,B.50.07.27,COMPONENTI ELEMENTARI PER PUNTI Presa CEE 4x16A+T IP56 con interruttore di blocco e base portafusibili,1,cad,83.21
1,B.50.07.28,COMPONENTI ELEMENTARI PER PUNTI Presa CEE 4x32A+T IP56 con interruttore di blocco e base portafusibili,1,cad,106.9
1,B.50.07.29,COMPONENTI ELEMENTARI PER PUNTI Presa CEE 2x32A+T IP56 con interruttore di blocco e base portafusibili,1,cad,87.52
1,B.50.07.30,COMPONENTI ELEMENTARI PER PUNTI Presa Schuko In=16A 2P+T,1,cad,1.37
1,B.50.07.31,COMPONENTI ELEMENTARI PER PUNTI Relè passo passo unipolare In=10A,1,cad,13.99
1,B.50.07.32,COMPONENTI ELEMENTARI PER PUNTI Rivelatore di movimento a raggi infrarossi,1,cad,83.21
1,B.50.07.33,COMPONENTI ELEMENTARI PER PUNTI Scatola da incasso rettangolare a 3 posti,1,cad,0.35
1,B.50.07.34,COMPONENTI ELEMENTARI PER PUNTI Scatola da incasso rettangolare a 4 posti,1,cad,1.12
1,B.50.07.35,COMPONENTI ELEMENTARI PER PUNTI Supporto in resina a 3 posti,1,cad,0.58
1,B.50.07.36,COMPONENTI ELEMENTARI PER PUNTI Supporto in resina a 4 posti,1,cad,1.37
1,B.50.08.01,IMPIANTO DI CHIAMATA TRADIZIONALE pulsante di chiamata (tipo ospedaliero o similare),1,a corpo,76.02
1,B.50.08.02,IMPIANTO DI CHIAMATA TRADIZIONALE pulsante di reset (tipo ospedaliero o similare),1,a corpo,56.39
1,B.50.08.03,IMPIANTO DI CHIAMATA TRADIZIONALE segnalazione ottico-acustica (tipo ospedaliero o similare),1,a corpo,60.09
1,B.50.09.01,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 1P, In = 6 - 40A, curva C",1,cad,13.87
1,B.50.09.02,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 1P+N, In = 6 - 32A, curva C",1,cad,16.57
1,B.50.09.03,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 1P+N, In = 40A, curva C",1,cad,19.32
1,B.50.09.04,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 2P, In = 6 - 32A, curva C",1,cad,23.34
1,B.50.09.05,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 2P, In = 40A, curva C",1,cad,27.44
1,B.50.09.06,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 3P, In = 6 - 32A, curva C",1,cad,48.32
1,B.50.09.07,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 3P, In = 40A, curva C",1,cad,55.5
1,B.50.09.08,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 4P, In = 6 - 32A, curva C",1,cad,59.45
1,B.50.09.09,"INTERRUTTORE MAGNETOTERMICO MODULARE, PDI 4,5kA 4P, In = 40A, curva C",1,cad,69.59
1,B.50.10.01,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 2 - 8A, curva B PDI 6kA 1P, In = 2 - 8A, curva B",1,cad,24.29
1,B.50.10.02,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 10 - 32A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 10 - 32A, curva B",1,cad,20.67
1,B.50.10.03,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 40 - 63A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 40 - 63A, curva B",1,cad,29.15
1,B.50.10.04,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 1P+N, In = 2 - 8A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P+N, In = 2 - 8A, curva B",1,cad,43.72
1,B.50.10.05,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 1P+N, In = 10 - 32A, curvaINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P+N, In = 10 - 32A, curva",1,cad,37.58
1,B.50.10.06,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P+N, In = 40 - 63A, curva PDI 6kA 1P+N, In = 40 - 63A, curva",1,cad,51.35
1,B.50.10.07,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 2P, In = 2 - 8A, curva B PDI 6kA 2P, In = 2 - 8A, curva B",1,cad,52.45
1,B.50.10.08,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 2P, In = 10 - 32A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 2P, In = 10 - 32A, curva B",1,cad,45.31
1,B.50.10.09,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 2P, In = 40 - 63A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 2P, In = 40 - 63A, curva B",1,cad,61.29
1,B.50.10.10,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 3P, In = 2 - 8A, curva B PDI 6kA 3P, In = 2 - 8A, curva B",1,cad,78.54
1,B.50.10.11,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 3P, In = 10 - 32A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 3P, In = 10 - 32A, curva B",1,cad,78.54
1,B.50.10.12,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 3P, In = 40 - 63A, curva B PDI 6kA 3P, In = 40 - 63A, curva B",1,cad,97.64
1,B.50.10.13,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 4P, In = 2 - 8A, curva B PDI 6kA 4P, In = 2 - 8A, curva B",1,cad,104.05
1,B.50.10.14,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 4P, In = 10 - 32A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 4P, In = 10 - 32A, curva B",1,cad,85.08
1,B.50.10.15,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 4P, In = 40 - 63A, curva BINTERRUTTORE MAGNETOTERMICO PDI 6kA 4P, In = 40 - 63A, curva B",1,cad,123.28
1,B.50.10.16,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 0,5 - 8A, curva CINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 0,5 - 8A, curva C",1,cad,22.08
1,B.50.10.17,"INTERRUTTORE MAGNETOTERMICOINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 10 - 32A, curva C PDI 6kA 1P, In = 10 - 32A, curva C",1,cad,18.85
1,B.50.10.18,"INTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 40 - 63A, curva CINTERRUTTORE MAGNETOTERMICO PDI 6kA 1P, In = 40 - 63A, curva C",1,cad,26.33
1,B.50.10.19,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 6kA 1P+N, In = 0,5 - 8A, curva C",1,cad,39.89
1,B.50.10.20,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 6kA 1P+N, In = 10 - 32A, curva C",1,cad,33.37
1,B.50.10.21,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P+N, In = 40 - 63A, curva C",1,cad,46.49
1,B.50.10.22,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 2P, In = 0,5 - 8A, curva C",1,cad,47.51
1,B.50.10.23,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 2P, In = 10 - 32A, curva C",1,cad,37.78
1,B.50.10.24,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 2P, In = 40 - 63A, curva C",1,cad,55.69
1,B.50.10.25,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 0,5 - 8A, curva C",1,cad,71.42
1,B.50.10.26,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 10 - 32A, curva C",1,cad,62.06
1,B.50.10.27,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 40 - 63A, curva C",1,cad,88.85
1,B.50.10.28,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 4P, In = 0,5- 8A, curva C",1,cad,94.77
1,B.50.10.29,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 4P, In = 10 - 32A, curva C",1,cad,71.26
1,B.50.10.30,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 4P, In = 40 - 63A, curva C",1,cad,107.73
1,B.50.10.31,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P, In = 0,5 - 8A, curva D-K",1,cad,24.3
1,B.50.10.32,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P, In = 10 - 32A, curva D-K",1,cad,20.74
1,B.50.10.33,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P, In = 40 - 63A, curva D-K",1,cad,29
1,B.50.10.34,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P+N, In = 0,5 - 8A, curva D-K",1,cad,46.93
1,B.50.10.35,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P+N, In = 10 - 32A, curva D-K",1,cad,40.22
1,B.50.10.36,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 1P+N, In = 40 - 63A, curva D-K",1,cad,55.3
1,B.50.10.37,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 2P, In = 0,5 - 8A, curva D-K",1,cad,52.23
1,B.50.10.38,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 2P, In = 10 - 32A, curva D-K",1,cad,45.04
1,B.50.10.39,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 2P, In = 40 - 63A, curva D-K",1,cad,61.29
1,B.50.10.39b,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 0,5 - 8A, curva D-K",1,cad,68
1,B.50.10.40,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 10 - 32A, curva D-K",1,cad,78.54
1,B.50.10.41,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 10 - 32A, curva D-K",1,cad,69.66
1,B.50.10.42,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 3P, In = 40 - 63A, curva D-K",1,cad,97.7
1,B.50.10.43,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 4P, In = 0,5- 8A, curva D-K",1,cad,104.21
1,B.50.10.44,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 4P, In = 10 - 32A, curva D-K",1,cad,84.96
1,B.50.10.45,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 6kA 4P, In = 40 - 63A, curva D-K",1,cad,123.49
1,B.50.11.01,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 1P,In =2-8A, curva B",1,cad,29
1,B.50.11.02,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 1P,In =10 -32A, curva B",1,cad,25.12
1,B.50.11.03,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 1P,In =40 -63A, curva B",1,cad,34.44
1,B.50.11.04,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 1P+N,In =2 -8A, curva B",1,cad,51.83
1,B.50.11.05,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 1P+N,In =10 -32A, curva B",1,cad,44.98
1,B.50.11.06,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 1P+N,In =40 -63A, curva B",1,cad,58.74
1,B.50.11.07,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 2P+N,In =2 -8A, curva B",1,cad,59.34
1,B.50.11.08,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 2P ,In =10 -32A, curva B",1,cad,51.13
1,B.50.11.09,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 2P+N,In =40 -63A, curva B",1,cad,67.55
1,B.50.11.10,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 3P,In =2 -8A, curva B",1,cad,93.18
1,B.50.11.11,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 3P,In =10 -32A, curva B",1,cad,81.7
1,B.50.11.12,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 3P,In =40 -63A, curva B",1,cad,110.47
1,B.50.11.13,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 4P,In =2 -8A, curva B",1,cad,120.62
1,B.50.11.14,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 4P,In =10 -32A, curva B",1,cad,102.11
1,B.50.11.15,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 4P,In =40 -63A, curva B",1,cad,142.58
1,B.50.11.16,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 kA 1P,In =0,5 -8A, curva C",1,cad,26.33
1,B.50.11.17,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10kA 1P,In =10 -32A, curva C",1,cad,22.96
1,B.50.11.18,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10kA 1P,In =40 -63A, curva C",1,cad,31.39
1,B.50.11.19,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 1P+N,In =0,5 -8A, curva C",1,cad,46.91
1,B.50.11.20,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 1P+N,In =10 -32A, curva C",1,cad,40.61
1,B.50.11.21,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 1P+N,In =40 -63A, curva C",1,cad,53.29
1,B.50.11.22,"INTERRUTTORE MAGNETOTERMICO MODULARE - PDI 10kA 2P, In = 0,5 - 8A, curva C",1,cad,47
1,B.50.11.23,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 2P,In =10 -32A, curva C",1,cad,44.54
1,B.50.11.24,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 2P,In =40 -63A, curva C",1,cad,66.9
1,B.50.11.25,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 3P,In =0,5 -8A, curva C",1,cad,83.66
1,B.50.11.26,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 3P,In =10 -32A, curva C",1,cad,73.33
1,B.50.11.27,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 3P,In =40 -63A, curva C",1,cad,99.33
1,B.50.11.28,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 4P,In =0,5 -8A, curva C",1,cad,109.48
1,B.50.11.29,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 4P,In =10 -32A, curva C",1,cad,87.55
1,B.50.11.30,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10 Ka 4P,In =40 -63A, curva C",1,cad,125.23
1,B.50.11.31,"INTERRUTTORE MAGNETOTERMIC MODULARE-PDI 10kA 1P, In = 0,5 - 8A, curva D-K",1,cad,28.62
1,B.50.11.32,"INTERRUTTORE MAGNETOTERMIC MODULARE- PDI 10kA 1P, In = 10 - 32A, curva D-K",1,cad,25.12
1,B.50.11.33,"INTERRUTTORE MAGNETOTERMIC MODULARE- PDI 10kA 1P, In = 40 - 63A, curva D-K",1,cad,34.82
1,B.50.11.34,"INTERRUTTORE , MAGNETOTERMIC MODULARE- PDI 10kA 1P+N In = 0,5 - 8A, curva D-K",1,cad,51.35
1,B.50.11.35,"INTERRUTTORE MAGNETOTERMICO MODULARE -PDI 10kA 1P+N In = 10 - 32A, curva D-K",1,cad,44.24
1,B.50.11.36,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 10kA 1P+N In = 40 - 63A, curva D-K",1,cad,58.24
1,B.50.11.37,"INTERRUTTORE MAGNETOTERMICO MODULARE- PDI 10kA 2P, In = 0,5 - 8A, curva D-K",1,cad,58.74
1,B.50.11.38,"INTERRUTTORE MAGNETOTERMICO MODULARE- PDI 10kA 2P, InE = 10 - 32A, curva D-K",1,cad,50.62
1,B.50.11.39,"INTERRUTTORE MAGNETOTERMICO MODULARE- PDI 10kA 2P, In = 40 - 63A, curva D-K",1,cad,62.81
1,B.50.11.40,"INTERRUTTORE MAGNETOTERMICO MODULARE- PDI 10kA 3P, In = 0,5 - 8A, curva D-K",1,cad,91.34
1,B.50.11.41,"INTERRUTTORE MAGNETOTERMICO MODULARE- PDI 10kA 3P, In = 10 - 32A, curva D-K",1,cad,73.33
1,B.50.11.42,"INTERRUTTORE MAGNETOTERMICO MODULARE- PDI 10kA 3P, In = 40 - 63A, curva D-K",1,cad,108.28
1,B.50.11.43,"INTERRUTTORE MAGNETOTERMIO MODULARE- PDI 10kA 4P, In = 0,5- 8A, curva D-K",1,cad,118.21
1,B.50.11.44,"INTERRUTTORE MAGNETOTERMICO MODULRE- PDI 10kA 4P, In = 10 - 32A, curva D-K",1,cad,100.05
1,B.50.11.45,"INTERRUTTORE MAGNETOTERMICO MODULAE- PDI 10kA 4P, In = 40 - 63A, curva D-K",1,cad,140.19
1,B.50.12.01,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 15kA 1P,In=6A, curva B",1,cad,32.51
1,B.50.12.02,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 1P, In = 10 - 32A, curva B",1,cad,28.41
1,B.50.12.03,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 15kA 1P, In = 40 - 63A, curva B",1,cad,37.58
1,B.50.12.04,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In = 6A, curva B",1,cad,62.66
1,B.50.12.05,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In = 10 - 32A, curva B",1,cad,58.15
1,B.50.12.06,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In = 40 - 63A, curva B",1,cad,69.45
1,B.50.12.07,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15k 3P, In = 6A, curva B",1,cad,96.64
1,B.50.12.08,"INTERRUTTORE MAGNETOTERMICO MODULARE-PDI 15kA 3P, = 10 - 32A, curva B",1,cad,91.34
1,B.50.12.09,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 40 - 63A, curva B",1,cad,117.93
1,B.50.12.10,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 6A, curva B",1,cad,131.71
1,B.50.12.11,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 10 - 32A, curva B",1,cad,114.45
1,B.50.12.12,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 40 - 63A, curva B",1,cad,158.32
1,B.50.12.13,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 1P, In= 0,5 - 8A, curva C",1,cad,29.74
1,B.50.12.14,"INTERRUTTORE MAGNETOTERMICO MODULAR PDI 15kA 1P, In = 10 - 32A, curva C",1,cad,26.03
1,B.50.12.15,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 1P, In= 40 - 63A, curva C",1,cad,34.44
1,B.50.12.16,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In= 0,5 - 8A, curva C",1,cad,58.28
1,B.50.12.17,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In= 10 - 32A, curva C",1,cad,53.06
1,B.50.12.18,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In= 40 - 63A, curva C",1,cad,63.82
1,B.50.12.19,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 0,5 - 8A, curva C",1,cad,88.38
1,B.50.12.20,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 10 - 32A, curva C",1,cad,83.66
1,B.50.12.21,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 40 - 63A, curva C",1,cad,108.07
1,B.50.12.22,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 0,5- 8A, curva C",1,cad,122.06
1,B.50.12.23,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 10 - 32A, curva C",1,cad,105.86
1,B.50.12.24,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 40 - 63A, curva C",1,cad,143.83
1,B.50.12.25,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 1P, In= 0,5 - 8A, curva D-K",1,cad,32.51
1,B.50.12.26,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 1P, In= 10 - 32A, curva D-K",1,cad,28.41
1,B.50.12.27,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 1P, In= 40 - 63A, curva D-K",1,cad,37.58
1,B.50.12.28,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In= 0,5 - 8A, curva D-K",1,cad,66.72
1,B.50.12.29,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In= 10 - 32A, curva D-K",1,cad,58.15
1,B.50.12.30,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 2P, In= 40 - 63A, curva D-K",1,cad,69.45
1,B.50.12.31,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 0,5 - 8A, curva D-K",1,cad,105.01
1,B.50.12.32,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 10 - 32A, curva D-K",1,cad,91.34
1,B.50.12.33,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 3P, In= 40 - 63A, curva D-K",1,cad,108.07
1,B.50.12.34,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 0,5- 8A, curva D-K",1,cad,131.71
1,B.50.12.35,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 10 - 32A, curva D-K",1,cad,114.45
1,B.50.12.36,"INTERRUTTORE MAGNETOTERMICO MODULARE PDI 15kA 4P, In= 40 - 63A, curva D-K",1,cad,158.32
1,B.50.13.01,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 1P, In = 0,5 - 4A -",1,cad,31.18
1,B.50.13.02,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 1P, In = 6,3 - 32A",1,cad,27.44
1,B.50.13.03,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 1P, In = 40 - 63A",1,cad,30.6
1,B.50.13.04,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 2P, In = 0,5 - 4A",1,cad,62.57
1,B.50.13.05,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 2P, In = 6,3 - 32A",1,cad,53.06
1,B.50.13.06,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 2P, In = 40 - 63A",1,cad,57.17
1,B.50.13.07,"NTERRUTTORE MAGNETICOMODULARE 15kA PDI 3P, In = 0,5 - 4A",1,cad,93.42
1,B.50.13.08,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 3P, In = 6,3 - 32A",1,cad,82.55
1,B.50.13.09,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 3P, In = 40 - 63A",1,cad,91.74
1,B.50.13.10,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 4P, In = 0,5 - 4A",1,cad,124.44
1,B.50.13.11,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 4P, In = 6,3 - 32A",1,cad,109.98
1,B.50.13.12,"INTERRUTTORE MAGNETICOMODULARE 15kA PDI 4P, In = 40 - 63A",1,cad,122.06
